connectionpool.py: 2021-06-26 13:41:42,899 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:49,206 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:49,215 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:49,405 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:49,414 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:49,612 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:49,621 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:49,803 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:49,812 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:49,994 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:50,004 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:50,179 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:50,188 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:50,378 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:50,387 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:50,571 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:50,581 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:50,793 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:50,803 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:50,998 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:51,007 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:51,213 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:51,222 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:51,411 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:51,421 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:51,626 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:51,635 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:51,820 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:51,830 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:52,012 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:52,022 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:52,212 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:52,221 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:52,406 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:52,415 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:52,597 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:52,603 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:52,794 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:52,800 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:53,049 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:53,058 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:53,231 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:53,240 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:53,424 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:53,434 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:53,610 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:53,620 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:53,813 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:53,823 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,005 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,014 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,195 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,197 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,388 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,397 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,575 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,584 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,775 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,785 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:54,964 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:54,974 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:55,176 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:55,185 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:55,369 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:55,379 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:55,569 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:55,572 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:55,753 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:55,762 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:55,965 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:55,974 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:56,158 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:56,167 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:56,365 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:56,374 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:56,583 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:56,586 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:56,768 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:56,780 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:56,967 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:56,976 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:57,157 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:57,160 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:57,345 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:57,354 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:57,555 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:57,564 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:57,757 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:57,766 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:57,964 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:57,974 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:58,164 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:58,173 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:58,351 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:58,360 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:58,542 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:58,552 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:58,729 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:58,738 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:58,925 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:58,934 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:59,129 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:59,138 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:59,335 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:59,352 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:59,543 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:59,552 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:59,723 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:59,732 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:45:59,917 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:45:59,927 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:00,108 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:00,117 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:00,305 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:00,314 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:00,493 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:00,502 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:00,690 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:00,699 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:00,882 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:00,891 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:01,081 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:01,090 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:01,274 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:01,277 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:01,466 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:01,473 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:01,669 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:01,678 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:01,861 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:01,865 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,050 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,060 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,249 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,258 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,439 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,448 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,627 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,637 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,804 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,806 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:02,994 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:02,996 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:03,163 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:03,165 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:03,338 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:03,348 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
connectionpool.py: 2021-06-26 13:46:03,519 : urllib3.connectionpool : DEBUG : https://api.telegram.org:443 "GET /bot1818081328:AAFAPDBGdpbhEN5qEgeI6uzaTZFxmaRxyGs/getUpdates HTTP/1.1" 200 2864
connectionpool.py: 2021-06-26 13:46:03,529 : urllib3.connectionpool : DEBUG : Starting new HTTPS connection (1): api.telegram.org:443
